,:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,address_type,agency,agency_name,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,school_address,school_city,school_code,school_name,school_not_found,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
892,39,13090,47,4,ADDRESS,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-22T21:24:21.000,12 MANHATTAN,Noise - Residential,2017-11-22T21:00:00.000,AUDUBON AVENUE,ST NICHOLAS AVENUE,Loud Music/Party,2017-11-23T05:00:00.000,Precinct,551 WEST 170 STREET,10032,,,40.84182769447864,"{u'type': u'Point', u'coordinates': [-73.937822317373, 40.841827694479]}",Residential Building/House,-73.9378223173734,MANHATTAN,Unspecified,2017-11-22T21:24:21.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 170 STREET,,37761221,1001454,245984
893,40,11272,48,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,08 BRONX,HEAT/HOT WATER,2017-11-22T20:59:50.000,,,ENTIRE BUILDING,,N/A,3636 GREYSTONE AVENUE,10463,,,40.88660481546194,"{u'type': u'Point', u'coordinates': [-73.905621839353, 40.886604815462]}",RESIDENTIAL BUILDING,-73.90562183935278,BRONX,Unspecified,2017-11-22T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,GREYSTONE AVENUE,,37764396,1010346,262306
894,12,11271,59,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,11 BRONX,HEAT/HOT WATER,2017-11-22T20:59:21.000,,,APARTMENT ONLY,,N/A,2181 WALLACE AVENUE,10462,,,40.8558647549037,"{u'type': u'Point', u'coordinates': [-73.864777250556, 40.855864754904]}",RESIDENTIAL BUILDING,-73.86477725055627,BRONX,Unspecified,2017-11-22T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,WALLACE AVENUE,,37765685,1021657,251121
895,,,,,,NYPD,NYPD,Unspecified,,,0 Unspecified,Blocked Driveway,2017-11-22T20:59:13.000,,,No Access,2017-11-23T04:59:13.000,,106-0-106- CORONA AVENUE,,,,,,Street/Sidewalk,,Unspecified,Unspecified,,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unassigned,CORONA AVENUE,,37759373,,
896,19,12422,20,4,ADDRESS,DSNY,Department of Sanitation,MANHATTAN,NEW YORK,,07 MANHATTAN,Request Large Bulky Item Collection,2017-11-22T20:59:00.000,AMSTERDAM AVENUE,BROADWAY,Request Large Bulky Item Collection,,N/A,200 WEST   92 STREET,10025,,,40.79157161972642,"{u'type': u'Point', u'coordinates': [-73.972434087873, 40.791571619726]}",Sidewalk,-73.97243408787291,MANHATTAN,Unspecified,2017-11-28T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,WEST   92 STREET,,37761507,991883,227669
897,43,10933,49,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,01 BRONX,ELECTRIC,2017-11-22T20:58:49.000,,,LIGHTING,,N/A,733 PROSPECT AVENUE,10455,,,40.81687872946484,"{u'type': u'Point', u'coordinates': [-73.902790751703, 40.816878729465]}",RESIDENTIAL BUILDING,-73.90279075170285,BRONX,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,PROSPECT AVENUE,,37765659,1011157,236903
898,47,20529,51,3,ADDRESS,HPD,Department of Housing Preservation and Development,QUEENS,Far Rockaway,,14 QUEENS,HEAT/HOT WATER,2017-11-22T20:58:44.000,,,ENTIRE BUILDING,,N/A,16-04 CAFFREY AVENUE,11691,,,40.59939703708768,"{u'type': u'Point', u'coordinates': [-73.7499485692, 40.599397037088]}",RESIDENTIAL BUILDING,-73.74994856920038,QUEENS,Unspecified,2017-11-22T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,CAFFREY AVENUE,,37765036,1053689,157752
899,20,14193,26,3,ADDRESS,NYPD,New York City Police Department,QUEENS,FLUSHING,2017-11-22T22:29:10.000,11 QUEENS,Derelict Vehicle,2017-11-22T20:58:40.000,42 AVENUE,NORTHERN BOULEVARD,With License Plate,2017-11-23T04:58:40.000,Precinct,42-35 192 STREET,11358,,,40.75881911212394,"{u'type': u'Point', u'coordinates': [-73.7895435389, 40.758819112124]}",Street/Sidewalk,-73.78954353890012,QUEENS,Unspecified,2017-11-22T22:29:10.000,The Police Department issued a summons in response to the complaint.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,192 STREET,,37763603,1042554,215805
900,22,10935,35,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,06 BRONX,HEAT/HOT WATER,2017-11-22T20:58:17.000,,,ENTIRE BUILDING,,N/A,2015 BELMONT AVENUE,10457,,,40.84750712611989,"{u'type': u'Point', u'coordinates': [-73.890673722878, 40.84750712612]}",RESIDENTIAL BUILDING,-73.890673722878,BRONX,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,BELMONT AVENUE,,37765185,1014497,248066
901,45,17616,1,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T22:09:49.000,11 BROOKLYN,Illegal Parking,2017-11-22T20:58:10.000,23 AVENUE,24 AVENUE,Blocked Hydrant,2017-11-23T04:58:10.000,Precinct,2369 83 STREET,11214,,,40.6014635833982,"{u'type': u'Point', u'coordinates': [-73.988404363007, 40.601463583398]}",Street/Sidewalk,-73.98840436300665,BROOKLYN,Unspecified,2017-11-22T22:09:49.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,83 STREET,,37761574,987470,158406
902,22,11269,59,5,ADDRESS,DOT,Department of Transportation,BRONX,BRONX,,11 BRONX,Street Light Condition,2017-11-22T20:58:00.000,PEDESTRIAN ST,VAN NEST AVE,Street Light Out,,N/A,1606 MELVILLE STREET,10460,,,40.84075939291282,"{u'type': u'Point', u'coordinates': [-73.868458182206, 40.840759392913]}",,-73.86845818220576,BRONX,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,MELVILLE STREET,,37759403,1020647,245616
903,14,10693,30,1,ADDRESS,NYPD,New York City Police Department,STATEN ISLAND,STATEN ISLAND,,02 STATEN ISLAND,Derelict Vehicle,2017-11-22T20:57:33.000,RICHMOND ROAD,KRUSER STREET,With License Plate,2017-11-23T04:57:33.000,Precinct,5 FREMONT AVENUE,10306,,,40.58063617930862,"{u'type': u'Point', u'coordinates': [-74.112770234759, 40.580636179309]}",Street/Sidewalk,-74.112770234759,STATEN ISLAND,Unspecified,2017-11-23T02:33:34.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,FREMONT AVENUE,,37763795,952925,150838
904,34,14788,54,3,ADDRESS,DOT,Department of Transportation,QUEENS,MASPETH,,05 QUEENS,Curb Condition,2017-11-22T20:56:19.000,59 STREET,59 PLACE,Defacement,2017-12-22T20:56:19.000,N/A,59-20 56 DRIVE,11378,,,40.72393780286717,"{u'type': u'Point', u'coordinates': [-73.907941092234, 40.723937802867]}",Curb,-73.90794109223417,QUEENS,Unspecified,,The Department of Transportation requires 30 days to respond to this type of complaint. Please note your Service Request number for future reference.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,56 DRIVE,,37763916,1009767,203040
905,10,13094,12,4,ADDRESS,DSNY,Department of Sanitation,MANHATTAN,NEW YORK,,04 MANHATTAN,Request Large Bulky Item Collection,2017-11-22T20:55:00.000,WEST 41 STREET,WEST 42 STREET,Request Large Bulky Item Collection,,N/A,561 10 AVENUE,10036,,,40.759195172717206,"{u'type': u'Point', u'coordinates': [-73.995798359148, 40.759195172717]}",Sidewalk,-73.99579835914827,MANHATTAN,Unspecified,2017-11-25T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,10 AVENUE,,37764162,985414,215872
906,33,16863,39,3,,DOE,School - Frank Sinatra School of the Arts High School,QUEENS,ASTORIA,,02 QUEENS,School Maintenance,2017-11-22T20:54:49.000,36 STREET,35 STREET,Other School Condition,2017-11-29T20:54:49.000,School,35-12 35 AVENUE,11106,,,40.75653321337678,"{u'type': u'Point', u'coordinates': [-73.925120647116, 40.756533213377]}",,-73.92512064711602,QUEENS,School - Frank Sinatra School of the Arts High School,,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,35-12 35 Avenue,ASTORIA,30Q501,School - Frank Sinatra School of the Arts High School,,501,NA 0/0,Region 4,NY,11106,Open,35 AVENUE,,37761582,1004995,214911
907,2,11275,29,5,ADDRESS,HPD,Department of Housing Preservation and Development,BRONX,BRONX,,12 BRONX,HEAT/HOT WATER,2017-11-22T20:54:43.000,,,APARTMENT ONLY,,N/A,4073 HILL AVENUE,10466,,,40.892754447136085,"{u'type': u'Point', u'coordinates': [-73.839806983347, 40.892754447136]}",RESIDENTIAL BUILDING,-73.83980698334663,BRONX,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,HILL AVENUE,,37766309,1028540,264573
908,,,,,,DOT,Department of Transportation,Unspecified,,,0 Unspecified,DOT Literature Request,2017-11-22T20:54:35.000,,,PPPD - City Application - English,2017-11-23T20:54:35.000,N/A,,,,,,,,,Unspecified,Unspecified,2017-11-22T20:57:06.000,"The literature will be emailed within 24 hours. If it is not received, please call 311 and submit a new request.",Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,,,37760656,,
909,28,14785,40,3,ADDRESS,HPD,Department of Housing Preservation and Development,QUEENS,Rego Park,,06 QUEENS,HEAT/HOT WATER,2017-11-22T20:53:58.000,,,ENTIRE BUILDING,,N/A,99-44 62 AVENUE,11374,,,40.73509935689471,"{u'type': u'Point', u'coordinates': [-73.857978821321, 40.735099356895]}",RESIDENTIAL BUILDING,-73.8579788213209,QUEENS,Unspecified,2017-11-22T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,62 AVENUE,,37766297,1023609,207125
910,26,13827,61,2,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,BROOKLYN,,17 BROOKLYN,Street Condition,2017-11-22T20:53:50.000,EAST   86 STREET,RALPH AVENUE,Pothole,,N/A,AVENUE B,11236,,,40.647334529343496,"{u'type': u'Point', u'coordinates': [-73.919711663074, 40.647334529343]}",,-73.91971166307418,BROOKLYN,Unspecified,2017-11-22T20:53:50.000,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,AVENUE B,,37759103,1006530,175128
911,21,14510,65,3,ADDRESS,NYPD,New York City Police Department,QUEENS,CORONA,2017-11-23T01:48:48.000,03 QUEENS,Blocked Driveway,2017-11-22T20:53:36.000,34 AVENUE,35 AVENUE,No Access,2017-11-23T04:53:36.000,Precinct,34-14 100 STREET,11368,,,40.75513435718093,"{u'type': u'Point', u'coordinates': [-73.868093073697, 40.755134357181]}",Street/Sidewalk,-73.86809307369715,QUEENS,Unspecified,2017-11-23T01:48:48.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,100 STREET,,37761151,1020795,214420
912,35,12426,7,4,INTERSECTION,NYPD,New York City Police Department,MANHATTAN,NEW YORK,2017-11-22T22:30:11.000,11 MANHATTAN,Noise - Street/Sidewalk,2017-11-22T20:52:28.000,,,Loud Music/Party,2017-11-23T04:52:28.000,Precinct,,10029,EAST  101 STREET,LEXINGTON AVENUE,40.78905477226438,"{u'type': u'Point', u'coordinates': [-73.948604317229, 40.789054772264]}",Street/Sidewalk,-73.94860431722941,MANHATTAN,Unspecified,2017-11-22T22:30:11.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,,37763154,998482,226755
913,37,17215,45,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-22T21:20:19.000,05 BROOKLYN,Blocked Driveway,2017-11-22T20:51:52.000,ETNA STREET,RIDGEWOOD AVENUE,No Access,2017-11-23T04:51:52.000,Precinct,62 NORWOOD AVENUE,11208,,,40.68464804907486,"{u'type': u'Point', u'coordinates': [-73.87987867457, 40.684648049075]}",Street/Sidewalk,-73.87987867457018,BROOKLYN,Unspecified,2017-11-22T21:20:19.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,NORWOOD AVENUE,,37760300,1017565,188735
914,14,10693,30,1,ADDRESS,NYPD,New York City Police Department,STATEN ISLAND,STATEN ISLAND,,02 STATEN ISLAND,Illegal Parking,2017-11-22T20:51:41.000,NEUTRAL AVENUE,CEDAR GROVE AVENUE,Commercial Overnight Parking,2017-11-23T04:51:41.000,Precinct,26 MILBANK ROAD,10306,,,40.56107532106352,"{u'type': u'Point', u'coordinates': [-74.102508985734, 40.561075321064]}",Street/Sidewalk,-74.10250898573415,STATEN ISLAND,Unspecified,2017-11-23T02:33:51.000,Your complaint has been received by the Police Department and additional information will be available later.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Assigned,MILBANK ROAD,,37759582,955767,143708
915,11,13509,17,2,ADDRESS,HPD,Department of Housing Preservation and Development,BROOKLYN,BROOKLYN,,09 BROOKLYN,HEAT/HOT WATER,2017-11-22T20:51:37.000,,,ENTIRE BUILDING,,N/A,580 EMPIRE BOULEVARD,11225,,,40.66406969404813,"{u'type': u'Point', u'coordinates': [-73.943110024463, 40.664069694048]}",RESIDENTIAL BUILDING,-73.9431100244629,BROOKLYN,Unspecified,2017-11-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,Unspecified,Unspecified,Unspecified,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Open,EMPIRE BOULEVARD,,37766346,1000033,181220
916,21,14783,65,3,ADDRESS,NYPD,New York City Police Department,QUEENS,JACKSON HEIGHTS,2017-11-23T02:06:07.000,03 QUEENS,Blocked Driveway,2017-11-22T20:51:31.000,87 STREET,88 STREET,No Access,2017-11-23T04:51:31.000,Precinct,87-10 37 AVENUE,11372,,,40.75025017701224,"{u'type': u'Point', u'coordinates': [-73.879457212937, 40.750250177012]}",Street/Sidewalk,-73.87945721293725,QUEENS,Unspecified,2017-11-23T02:06:07.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,37 AVENUE,,37759835,1017649,212636
917,11,13510,60,2,ADDRESS,NYPD,New York City Police Department,BROOKLYN,BROOKLYN,2017-11-23T01:31:29.000,14 BROOKLYN,Noise - Residential,2017-11-22T20:50:52.000,CHURCH AVENUE,TENNIS COURT,Loud Music/Party,2017-11-23T04:50:52.000,Precinct,550 OCEAN AVENUE,11226,,,40.64939527878987,"{u'type': u'Point', u'coordinates': [-73.960888862581, 40.64939527879]}",Residential Building/House,-73.96088886258141,BROOKLYN,Unspecified,2017-11-23T01:31:29.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,OCEAN AVENUE,,37759807,995103,175871
918,3,13832,22,3,ADDRESS,NYPD,New York City Police Department,QUEENS,FLUSHING,2017-11-22T21:25:23.000,07 QUEENS,Blocked Driveway,2017-11-22T20:50:41.000,38 AVENUE,ROOSEVELT AVENUE,No Access,2017-11-23T04:50:41.000,Precinct,38-07 149 PLACE,11354,,,40.76436716956106,"{u'type': u'Point', u'coordinates': [-73.815712560127, 40.764367169561]}",Street/Sidewalk,-73.81571256012671,QUEENS,Unspecified,2017-11-22T21:25:23.000,The Police Department responded to the complaint and took action to fix the condition.,Unspecified,Unspecified,Unspecified,Unspecified,N,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,149 PLACE,,37759739,1035300,217810
